"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","Georeference"
"09/29/2023 05:00:00 AM","subway","141","Park Pl (S)","Brooklyn","metrocard","Metrocard - Students","3","0","40.67477","-73.95763","POINT (-73.95763 40.67477)"
"09/29/2023 04:00:00 PM","subway","364","Zerega Av (6)","Bronx","metrocard","Metrocard - Fair Fare","8","0","40.836487","-73.84704","POINT (-73.84704 40.836487)"
"09/29/2023 12:00:00 PM","subway","428","174 St (2,5)","Bronx","metrocard","Metrocard - Unlimited 30-Day","1","0","40.837288","-73.88773","POINT (-73.88773 40.837288)"
"09/29/2023 07:00:00 PM","subway","343","Nostrand Av (3)","Brooklyn","omny","OMNY - Full Fare","15","1","40.669846","-73.95046","POINT (-73.95046 40.669846)"
"09/29/2023 03:00:00 PM","subway","430","Simpson St (2,5)","Bronx","metrocard","Metrocard - Fair Fare","21","1","40.824074","-73.89307","POINT (-73.89307 40.824074)"
"09/29/2023 06:00:00 PM","subway","54","Sheepshead Bay (B,Q)","Brooklyn","omny","OMNY - Full Fare","64","3","40.586895","-73.954155","POINT (-73.954155 40.586895)"
"09/29/2023 03:00:00 AM","subway","81","111 St (J)","Queens","metrocard","Metrocard - Unlimited 7-Day","3","0","40.69742","-73.83634","POINT (-73.83634 40.69742)"
"09/29/2023 03:00:00 PM","subway","235","York St (F)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","61","0","40.701397","-73.98675","POINT (-73.98675 40.701397)"
"09/29/2023 04:00:00 AM","subway","346","Sutter Av-Rutland Rd (3)","Brooklyn","metrocard","Metrocard - Fair Fare","3","0","40.66472","-73.92261","POINT (-73.92261 40.66472)"
"09/29/2023 04:00:00 AM","subway","231","Grand St (B,D)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","2","0","40.718266","-73.99375","POINT (-73.99375 40.718266)"
"09/29/2023 06:00:00 AM","subway","153","125 St (A,C,B,D)","Manhattan","metrocard","Metrocard - Full Fare","107","13","40.811108","-73.95235","POINT (-73.95235 40.811108)"
"09/29/2023 05:00:00 PM","subway","429","Freeman St (2,5)","Bronx","omny","OMNY - Full Fare","21","1","40.829994","-73.89187","POINT (-73.89187 40.829994)"
"09/29/2023 04:00:00 AM","subway","74","18 Av (N)","Brooklyn","metrocard","Metrocard - Full Fare","6","0","40.62067","-73.99042","POINT (-73.99042 40.62067)"
"09/29/2023 09:00:00 AM","subway","288","Myrtle-Willoughby Avs (G)","Brooklyn","metrocard","Metrocard - Other","6","0","40.69457","-73.94904","POINT (-73.94904 40.69457)"
